source_row,tweet,tweet_label,keyword,subjects,subjects_scored,stance,stance_reason,Unnamed: 10,matched keyword
180135,"It's not a Hindu Muslim love story, Vivek. It's the FIRST AUTHENTIC FILM on the exodus of Kashmiri Pandits. Hope you will delete your tweet. https://t.co/APLSkLanDI",Pro Ruling,kashmiri pandits,"['hindu', 'tweet', 'delete']","[{'text': 'hindu', 'score': 0.4898}, {'text': 'tweet', 'score': 0.2622}, {'text': 'delete', 'score': 0.2561}]",Favour,Favour cues: ['exodus'],,
2556657,"The team that has been raising the voice of Kashmiri Pandits relentlessly, comes together on #DNA 
 A very special episode on #TheKashmirFiles with @vivekagnihotri and @AnupamPKher https://t.co/yL10K9zAAj",Pro Ruling,kashmiri pandits,"['kashmir', 'team', 'relentlessly']","[{'text': 'kashmir', 'score': 0.4638}, {'text': 'team', 'score': 0.4125}, {'text': 'relentlessly', 'score': 0.3}]",Neutral,Mentions Kashmiri Pandits but without polar language (factual/neutral tone),,
1918874,"#JammuKashmir | Panic-stricken Kashmiri Pandits working under the PM package reached Jammu due to targeted killings in #Kashmir.
 
 ""Today's Kashmir is more dangerous than in the 1990s. The most important question is why our people were locked in our colonies?: Ajay
 
 (ANI) https://t.co/hk1bnuGVxg",Pro OPP,kashmiri pandits,"['kashmir', 'panic', 'colonies']","[{'text': 'kashmir', 'score': 0.5822}, {'text': 'panic', 'score': 0.3138}, {'text': 'colonies', 'score': 0.2263}]",Favour,Favour cues: ['targeted'],,
2533713,"It was Congress who built Township for Kashmiri Pandits . It was PM Manmohan Singh who handed over Flats to Kashmiri Pandits.
 
 What BJP did in last 8 year ?
 
 #TheKashmirFiles https://t.co/M1Xx39IIm2",Pro OPP,kashmiri pandits,"['kashmir', 'congress', 'handed']","[{'text': 'kashmir', 'score': 0.5577}, {'text': 'congress', 'score': 0.3744}, {'text': 'handed', 'score': 0.0725}]",Neutral,Mentions Kashmiri Pandits but without polar language (factual/neutral tone),,
2620689,"Home minister Amit Shah didn’t meet Kashmiri Pandits during his trip to Kashmir…. 
 
 BJP has always ignored their plight. 
 
 Shame",Pro OPP,kashmiri pandits,"['kashmir', 'ignored', 'shame']","[{'text': 'kashmir', 'score': 0.4512}, {'text': 'ignored', 'score': 0.2462}, {'text': 'shame', 'score': 0.1786}]",Favour,Favour cues: ['plight'],,
567698,A Himchali Migrant Banging Thali to protest against Sonu Sood for not sending Kashmiri Pandits back to their native home.(2020) https://t.co/wCE6QSNJZl,Pro OPP,kashmiri pandits,"['pandits', 'protest', 'migrant']","[{'text': 'pandits', 'score': 0.4618}, {'text': 'protest', 'score': 0.4417}, {'text': 'migrant', 'score': 0.383}]",Neutral,Mentions Kashmiri Pandits but without polar language (factual/neutral tone),,
2651937,"Massive protests by #KashmiriPandits erupted in various parts of J&amp;K on Thursday night after a government employee identified as #RahulBhat was shot dead inside his office by militants in the #Chadoora area of central Kashmir.
 Read more here: https://t.co/l94P7c5vgu https://t.co/ilc2Q8KiNX",Pro OPP,kashmiri pandits,"['protests', 'kashmir', 'employee']","[{'text': 'protests', 'score': 0.4971}, {'text': 'kashmir', 'score': 0.3393}, {'text': 'employee', 'score': 0.1579}]",Neutral,No clear reference to Kashmiri Pandits and no stance cues,,
1981381,"Amit Malviya and Kapil Mishra misrepresented Delhi CM Kejriwal's assembly address where he criticised BJP members for promoting 'The Kashmir Files'. They falsely claimed Kejriwal denied atrocities faced by Kashmiri Pandits. #AltNewsFactCheck | @ArchitMeta
 https://t.co/YBOPGTfgyO",Pro OPP,kashmiri pandits,"['misrepresented', 'kashmir', 'assembly']","[{'text': 'misrepresented', 'score': 0.4614}, {'text': 'kashmir', 'score': 0.4457}, {'text': 'assembly', 'score': 0.0404}]",Neutral,Mentions Kashmiri Pandits but without polar language (factual/neutral tone),,
2054515,"PM Manmohan Singh inaugurating Township and handing out flats for Kashmiri Pandits in 2011
 
 How many such township built by BJP in last 8 years ?
 
 YouTube https://t.co/K8lfe2mDvw
 
 #TheKashmirFiles https://t.co/DnFDNJrNpY",Pro OPP,kashmiri pandits,"['kashmir', 'township', 'youtube']","[{'text': 'kashmir', 'score': 0.5497}, {'text': 'township', 'score': 0.4157}, {'text': 'youtube', 'score': 0.0761}]",Neutral,Mentions Kashmiri Pandits but without polar language (factual/neutral tone),,
1368064,"Q: Is congress responsible or was responsible for Kashmiri Pandits' exodus in 1989? 
 
 A: No. Congress is nowhere responsible. 
 In 1989, Janta Dal's V.P. Singh govt was there in center which was supported by sanghi BJP. Jagmohan was governor who later was minister in Atal govt.",Pro OPP,kashmiri pandits,"['pandits', 'congress', 'supported']","[{'text': 'pandits', 'score': 0.3976}, {'text': 'congress', 'score': 0.3939}, {'text': 'supported', 'score': 0.1901}]",Neutral,"Mixed cues: favour=['exodus'], against=['sanghi']",,
2590918,"Dear Leader has been India's PM for 8 yrs;
 Kashmir is under Central Rule for 3yrs;
 Kashmir's Art370 has been revoked for 2+yrs;
 Kashmir is guarded by 600,000 security forces;
 But, Kashmiri Pandits are still living outside Kashmir;
 What they have got is a hate film #KashmirFiles!",Pro OPP,kashmiri pandits,"['kashmir', 'leader', '600']","[{'text': 'kashmir', 'score': 0.5632}, {'text': 'leader', 'score': 0.3351}, {'text': '600', 'score': 0.085}]",Neutral,Mentions Kashmiri Pandits but without polar language (factual/neutral tone),,
2105240,"BJP’s in-house channel @TimesNow is running news of 11 Kashmiri Pandits being murdered in recent few days in J&amp;K. 
 
 Channel is blaming critics of Kashmir Files for this.
 
 But not a word questioning Modi govt which abrogated Art 370 &amp; promised security or Home Minister @AmitShah",Pro OPP,kashmiri pandits,"['kashmir', 'murdered', 'timesnow']","[{'text': 'kashmir', 'score': 0.4623}, {'text': 'murdered', 'score': 0.3103}, {'text': 'timesnow', 'score': 0.2709}]",Neutral,Mentions Kashmiri Pandits but without polar language (factual/neutral tone),,
2245413,"Shah grandly promised to resettle 6000 people in Kashmir by 2022
 #LieLikeModi 
 Only 15% of homes promised are built
 
 It was under Congress-UPA that 3800 Kashmiri Pandits were actually settled with homes, aid &amp; jobs between 2008 &amp; 2011.
 
 Now they are fleeing
 #ModiFailedIndia https://t.co/VGIDhiKZT6",Pro OPP,kashmiri pandits,"['kashmir', 'resettle', 'congress']","[{'text': 'kashmir', 'score': 0.5337}, {'text': 'resettle', 'score': 0.3508}, {'text': 'congress', 'score': 0.1936}]",Favour,Favour cues: ['resettle'],,
2463892,"@RahulGandhi Congress-UPA between 2004-14 brought peace to Kashmir with a sharp fall in terror incidents &amp; fatalities and rehabilitated thousands of Kashmiri Pandits.
 
 BJP-RSS have presided over the ever rising deaths of Kashmiris, while using Kashmiri Pandits as fodder. 
 
 #ModiFailedIndia https://t.co/RIKitIZTZG",Pro OPP,kashmiri pandits,"['kashmir', 'congress', 'rehabilitated']","[{'text': 'kashmir', 'score': 0.5708}, {'text': 'congress', 'score': 0.244}, {'text': 'rehabilitated', 'score': 0.1153}]",Neutral,"Mixed cues: favour=['terror'], against=['rss']",,
2139973,"#JammuAndKashmir | Kashmiri Pandits hold protest in Srinagar against the killings by terrorists.
 
 (ANI) https://t.co/H4xpRqkR3D",Pro OPP,kashmiri pandits,"['kashmir', 'protest', 'killings']","[{'text': 'kashmir', 'score': 0.5149}, {'text': 'protest', 'score': 0.4218}, {'text': 'killings', 'score': 0.1703}]",Favour,Favour cues: ['terrorists'],,
2297681,"Kashmiri Pandits are protesting against the Govt for failure to provide them security
 
 Anupam Kher &amp; Vivek Agnihotri have not even tweeted in their support.
 
 Becoz Govt stooges cant question the authority, they only know how to milk the tragedy.",Pro OPP,kashmiri pandits,"['protesting', 'pandits', 'milk']","[{'text': 'protesting', 'score': 0.4073}, {'text': 'pandits', 'score': 0.4047}, {'text': 'milk', 'score': 0.1138}]",Favour,"Favour cues: ['support', 'tragedy']",,
1914468,"Soon after the release of the film, Kashmir Files, social media was abuzz with memories of the dark days of the exodus. We speak to a few Kashmiri Pandits in the city about missing their hometown and how they escaped a hopeless situation.
 @NewIndianXpress 
 https://t.co/UDGv79BQIr",Pro OPP,kashmiri pandits,"['kashmir', 'escaped', 'media']","[{'text': 'kashmir', 'score': 0.5409}, {'text': 'escaped', 'score': 0.3622}, {'text': 'media', 'score': 0.237}]",Favour,Favour cues: ['exodus'],,
1923810,"Rahul Bhat - A Kashmiri Pandit, was a Govt employee. 
 
 ""As many as 14 members of the minority Hindu community, including Kashmiri Pandits, have been killed by terrorists in Kashmir between August 2019 and March 2022"" : The Times of India 
 
 Is this how BJP treats Kashmiri Pandits?",Pro OPP,kashmiri pandits,"['hindu', 'employee', '2022']","[{'text': 'hindu', 'score': 0.5322}, {'text': 'employee', 'score': 0.2408}, {'text': '2022', 'score': 0.0768}]",Favour,"Favour cues: ['killed', 'minority', 'terrorists']",,
1918525,"2019- They lathicharged on CAA protest
 
 2020- They lathicharged on Farmers protest
 
 2021- They lathicharged on Student protest
 
 2022- Now they are lathicharging on Kashmiri Pandits protest
 
 Anyone protesting angers this Govt.",Pro OPP,kashmiri pandits,"['protesting', '2022', 'farmers']","[{'text': 'protesting', 'score': 0.5353}, {'text': '2022', 'score': 0.3478}, {'text': 'farmers', 'score': 0.1821}]",Neutral,Mentions Kashmiri Pandits but without polar language (factual/neutral tone),,
2251284,You know it's possible to stand with Kashmiri Pandits without creating hatred against Muslims.,Pro OPP,kashmiri pandits,"['muslims', 'pandits', 'without']","[{'text': 'muslims', 'score': 0.5115}, {'text': 'pandits', 'score': 0.2898}, {'text': 'without', 'score': 0.1667}]",Favour,Favour cues: ['stand'],,
2308399,"Kashmir Files is making money.
 
 Kashmiri Pandits living in refugee camps are still waiting for Govt to make their houses.",Pro OPP,kashmiri pandits,"['kashmir', 'make', 'camps']","[{'text': 'kashmir', 'score': 0.432}, {'text': 'make', 'score': 0.2134}, {'text': 'camps', 'score': 0.2006}]",Neutral,Mentions Kashmiri Pandits but without polar language (factual/neutral tone),,
739816,What security was provided to the Kashmiri pandits by the administration? They seemed to be absolutely without any security. Post the terror takeover by the Taliban in Afghanistan this sort of targeting of the minority community was expected in Kashmir,Pro OPP,kashmiri pandits,"['kashmir', 'security', 'minority']","[{'text': 'kashmir', 'score': 0.4363}, {'text': 'security', 'score': 0.3481}, {'text': 'minority', 'score': 0.1706}]",Favour,"Favour cues: ['minority', 'terror']",,
2272941,"Kashmiri Pandit Samiti says “situation in Kashmir Valley is returning to 1990.” “In 1990, killings lists were circulated in mosques and in 2022 these lists are circulated on the internet and social media, just modus operadi has changed but the mentality is the same” https://t.co/wxkUsiM093",Pro OPP,kashmiri pandits,"['kashmir', 'changed', 'killings']","[{'text': 'kashmir', 'score': 0.5009}, {'text': 'changed', 'score': 0.3149}, {'text': 'killings', 'score': 0.2802}]",Neutral,Mentions Kashmiri Pandits but without polar language (factual/neutral tone),,
2446368,#KashmirFilesMovie has earned almost 200 crores. Now the producer of the film should consider donating 50% of the revenue to the rehabilitation of #KashmiriPandits (BJP should donate another 100 crores!),Pro OPP,kashmiri pandits,"['kashmir', 'donating', 'producer']","[{'text': 'kashmir', 'score': 0.4013}, {'text': 'donating', 'score': 0.3994}, {'text': 'producer', 'score': 0.2737}]",Neutral,Weak/indirect cues without explicit Kashmiri Pandit reference,,
2357465,"They made people dream about a 'plot in Kashmir'
 
 Then, they made Kashmiri Pandits leave their own homes.",Pro OPP,kashmiri pandits,"['kashmir', 'dream', 'leave']","[{'text': 'kashmir', 'score': 0.478}, {'text': 'dream', 'score': 0.2906}, {'text': 'leave', 'score': 0.2078}]",Neutral,Mentions Kashmiri Pandits but without polar language (factual/neutral tone),,
2272811,"Centre not in favour of moving Kashmiri Pandits/Hindus to Jammu to avoid a repeat of the situation in the 1990s when thousands migrated under government’s watch. Security agencies anticipate more attacks in the coming days, I report https://t.co/7ZOAr4snSb",Pro OPP,kashmiri pandits,"['hindus', 'security', 'moving']","[{'text': 'hindus', 'score': 0.4009}, {'text': 'security', 'score': 0.282}, {'text': 'moving', 'score': 0.2502}]",Neutral,Mentions Kashmiri Pandits but without polar language (factual/neutral tone),,
2283824,"BJP Leader Jagmohan Malhotra who was governor of J&amp;K during 1990, gave the way out to Kashmiri Pandits from Kashmir instead of giving them protection.
 
 Today they are using Kashmiri Pandits for their communal agenda.
  
 #BJPCheatedKashmiriPandits",Pro OPP,kashmiri pandits,"['kashmir', 'leader', 'cheated']","[{'text': 'kashmir', 'score': 0.61}, {'text': 'leader', 'score': 0.2054}, {'text': 'cheated', 'score': 0.188}]",Favour,Favour cues: ['protection'],,
1989043,"BJP ecosystem is promoting #TheKashmirFiles.Facts — 
 
 — BJP, an ally of VP Singh prevailed upon him to dismiss INC-NC Govt then &amp; that Jagmohan becomes Guv J&amp;K
 
 — Kashmiri Pandits left J&amp;K during Jagmohan
 
 — BJP has been in Central Govt for 13 years, since. Done zilch for Pandits",Pro OPP,kashmiri pandits,"['kashmir', 'promoting', 'dismiss']","[{'text': 'kashmir', 'score': 0.6505}, {'text': 'promoting', 'score': 0.1448}, {'text': 'dismiss', 'score': 0.0835}]",Neutral,Mentions Kashmiri Pandits but without polar language (factual/neutral tone),,
2483355,"Kashmiri Pandits aren’t safe. Low cost target killings winning against Modi politics'
 
 Manvendra Singh @ManvendraJasol, Congress leader and Editor-in-Chief of Defence &amp; Security Alert, writes 
  
 #ThePrintOpinion
 
 https://t.co/uwO1UJvk6h",Pro OPP,kashmiri pandits,"['safe', 'killings', 'congress']","[{'text': 'safe', 'score': 0.4713}, {'text': 'killings', 'score': 0.4195}, {'text': 'congress', 'score': 0.2339}]",Favour,Favour cues: ['safe'],,
710461,"Has Union Home minister @ReallySwara answered why zero security measures were taken to protect Kashmiri Pandits in Kashmir? And, Prime Minister @RahulGandhi for the Lakhimpur massacre? How can anyone blame Modi &amp; Shah?",Pro OPP,kashmiri pandits,"['kashmir', 'union', 'zero']","[{'text': 'kashmir', 'score': 0.4566}, {'text': 'union', 'score': 0.1253}, {'text': 'zero', 'score': 0.0942}]",Favour,"Favour cues: ['massacre', 'protect']",,
322564,#ShaheenBaghProtest IN SOLIDARITY WITH KASHMIRI PANDITS PAYS HOMAGE TO THEIR TRAUMA TODAY. JOIN THEM! #KashmiriPandits #KashmiriHindus #KashmiriHinduExodus https://t.co/tbmHT32MoN,Pro OPP,kashmiri pandits,"['protest', 'hindus', 'bagh']","[{'text': 'protest', 'score': 0.5483}, {'text': 'hindus', 'score': 0.4877}, {'text': 'bagh', 'score': 0.3208}]",Favour,Favour cues: ['solidarity'],,
2206067,"Kashmiri Pandits locked inside camps by police, #JammuAndKashmir LG flying to Delhi to brief Home Minister 
 
 NDTV's Nazir Masoodi reports https://t.co/KMv4ZawqdM",Pro OPP,kashmiri pandits,"['kashmir', 'camps', 'locked']","[{'text': 'kashmir', 'score': 0.4721}, {'text': 'camps', 'score': 0.425}, {'text': 'locked', 'score': 0.3428}]",Neutral,Mentions Kashmiri Pandits but without polar language (factual/neutral tone),,
1839591,"BJP is worried for Kashmir Files but not Kashmiri Pandits. CM Kejriwal did a lot for Kashmiri Pandits,granted permanent status to 223 teachers even in absence of documents,streamlined pension system,provided Rs 3000/head per month to Kashmiri Pandits in Delhi:Dy CM @msisodia https://t.co/uRQEzLtfYk",Pro OPP,kashmiri pandits,"['kashmir', 'teachers', 'pension']","[{'text': 'kashmir', 'score': 0.5391}, {'text': 'teachers', 'score': 0.1952}, {'text': 'pension', 'score': 0.1372}]",Neutral,Mentions Kashmiri Pandits but without polar language (factual/neutral tone),,
,"Did our former PM Dr. Manmohan Sigh not remark that democracy is being harmed due to protests on Telangana issue?

Atal Ji created not one but three states. The entire process was done in an amicable manner, unlike what happened during the creation of Telangana: PM @narendramodi",Pro Ruling,modi,"['narendramodi', 'protests', 'states']","[{'text': 'narendramodi', 'score': 0.4407}, {'text': 'protests', 'score': 0.3252}, {'text': 'states', 'score': 0.2692}]",for,shows under congress there is disorder but under BJP there was amicability in state creation.,,
